name_ar,name_en,sector,region,classification,matched_pattern,confidence,website
شركة ذاخر للتطوير,Thakher Development,العقار والتطوير الحضري,منطقة مكة المكرمة,private,private_override:ذاخر للتطوير,high,https://thakher.com
شركة رافال للتطوير العقاري,RAFAL Real Estate,العقار والتطوير الحضري,منطقة الرياض,private,private_override:رافال للتطوير,high,https://rafal.com.sa
شركة الرمز للعقارات,Al Ramz Real Estate,العقار والتطوير الحضري,منطقة الرياض,private,default,low,https://alramzre.com
شركة ميركوت,Myrkott,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://myrkott.com
شركة يو تيرن,UTURN,الترفيه والرياضة والإعلام,منطقة مكة المكرمة,private,default,low,https://uturn.me
شركة قرنتافاي,Grintafy,الترفيه والرياضة والإعلام,منطقة مكة المكرمة,private,default,low,https://grintafy.com
شركة هلا يلا,HalaYalla,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://halayalla.com
شركة كافو للألعاب,Kafu Games,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://kafugames.com
شركة حسيل,Haseel,الغذاء والزراعة والاستزراع المائي,منطقة الرياض,private,default,low,https://haseelapp.com
شركة مزارع البحر الأحمر,Red Sea Farms,العقار والتطوير الحضري,منطقة الرياض,private,default,low,https://www.redseafarms.com
شركة مشاركة المالية,Musharaka Capital,الخدمات المالية,منطقة الرياض,private,default,low,https://musharaka.sa
شركة جسر لإدارة الموارد البشرية,Jisr,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://jisr.net
شركة آلات الأعمال السعودية المحدودة,Saudi Business Machines (SBM),التقنية والاتصالات,منطقة الرياض,private,default,low,https://www.sbm.com.sa
شركة تكامل القابضة,Takamol Holding,التقنية والاتصالات,منطقة الرياض,private,default,low,https://www.takamol.sa
شركة عزم السعودية للاتصالات وتقنية المعلومات,Saudi AZM,التقنية والاتصالات,منطقة الرياض,private,default,low,https://azm.com
شركة قيود,Qoyod,التقنية والاتصالات,منطقة الرياض,private,default,low,https://www.qoyod.com
شركة رواء التقنية,Rewaa,التقنية والاتصالات,منطقة الرياض,private,default,low,https://rewaa.com
شركة بيني سوفتوير,Penny Software,التقنية والاتصالات,منطقة الرياض,private,default,low,https://penny.co
شركة هيزن للذكاء الاصطناعي,Hazen.ai,التقنية والاتصالات,منطقة الرياض,private,default,low,https://www.hazen.ai
شركة دراهم المالية,Drahim,التقنية المالية والخدمات المالية,منطقة الرياض,private,default,low,https://drahim.sa
شركة لمه القابضة,Lamaa,التقنية المالية والخدمات المالية,منطقة الرياض,private,default,low,https://lamaa.sa
شركة رايز,Rize,التقنية المالية والخدمات المالية,منطقة الرياض,private,default,low,https://rize.sa
شركة تمرة المالية,Tamra Capital,التقنية المالية والخدمات المالية,منطقة الرياض,private,default,low,https://www.tamracapital.sa
شركة سهم كابيتال المالية,Sahm Capital,التقنية المالية والخدمات المالية,منطقة الرياض,private,default,low,https://www.sahmcapital.com
شركة برق المالية,Barq,التقنية المالية والخدمات المالية,منطقة الرياض,private,default,low,https://barq.com
شركة ترُكّر,TruKKer,الخدمات اللوجستية والنقل,منطقة الرياض,private,default,low,https://www.trukker.com
شركة أجكس للخدمات اللوجستية,AJEX Logistics,الخدمات اللوجستية والنقل,منطقة الرياض,private,default,low,https://www.aj-ex.com
شركة لوجي بوينت,LogiPoint,الخدمات اللوجستية والنقل,منطقة مكة المكرمة,private,default,low,https://www.logipoint.sa
البريد السعودي | سبل,Saudi Post | SPL,الخدمات اللوجستية والنقل,منطقة الرياض,private,default,low,https://splonline.com.sa
شركة الخرسانة السعودية الجاهزة,Saudi Readymix,التصنيع والصناعة,المنطقة الشرقية,private,default,low,https://www.saudireadymix.com.sa
شركة نابكو الوطنية,Napco National,التصنيع والصناعة,المنطقة الشرقية,private,default,low,https://www.napconational.com
شركة الأسمنت العربية,Arabian Cement Company,التصنيع والصناعة,منطقة مكة المكرمة,private,default,low,https://arabiancement.com.sa
شركة أسمنت نجران,Najran Cement,التصنيع والصناعة,منطقة نجران,private,default,low,https://najrancement.com
شركة أسمنت المدينة,City Cement,التصنيع والصناعة,منطقة الرياض,private,default,low,https://citycement.sa
شركة أسمنت تبوك,Tabuk Cement Company,التصنيع والصناعة,منطقة تبوك,private,default,low,https://www.tcc-sa.com
شركة الصناعات الميكانيكية السعودية,Saudi Mechanical Industries (SMI),التصنيع والصناعة,منطقة الرياض,private,default,low,https://www.smi.com.sa
شركة ملحقات ومكونات الطائرات,Aircraft Accessories and Components Company (AACC),الدفاع والطيران,منطقة مكة المكرمة,private,default,low,https://www.aacc-ltd.com
شركة الزامل للخدمات البحرية,Zamil Offshore,الطاقة والمياه والاستدامة,المنطقة الشرقية,private,private_override:الزامل للخدمات البحرية,high,https://www.zamiloffshore.com
الشركة العالمية للمقاولات المتخصصة,IHCC,المقاولات والبنية التحتية,منطقة مكة المكرمة,private,default,low,https://www.ihcc.sa
شركة محمد علي السويلم للتجارة والمقاولات,MASCO,المقاولات والبنية التحتية,منطقة الرياض,private,default,low,https://www.masco.com.sa
شركة دار وإعمار للتطوير والاستثمار العقاري,Dar Wa Emaar,العقار والتطوير الحضري,المنطقة الشرقية,private,private_override:دار وإعمار للتطوير,high,https://darwaemaar.com
شركة تطبيق عقار,Aqar,العقار والتطوير الحضري,منطقة الرياض,private,default,low,https://sa.aqar.fm
شركة عقار 360,Aqar360,العقار والتطوير الحضري,منطقة الرياض,private,default,low,https://www.aqar360.com.sa
شركة أمسا للضيافة,Amsa Hospitality,السياحة والضيافة والترفيه,منطقة الرياض,private,default,low,https://www.amsahospitality.com
شركة مرواس,Merwas,الإعلام والصناعات الإبداعية,منطقة الرياض,private,default,low,https://merwas.sa
مجموعة ذا بولد,The Bold Group,الإعلام والصناعات الإبداعية,منطقة الرياض,private,default,low,https://bold.com.sa
كيان كافيه,Kyan Cafe,الأغذية والزراعة,منطقة الرياض,private,default,low,https://kyancafe.com
شركة كالو,Calo,الأغذية والزراعة,منطقة الرياض,private,default,low,https://calo.app
شركة نوق,Noug,الأغذية والزراعة,منطقة الرياض,private,default,low,https://www.sweetnoug.com
شركة سعودي فاكس,SaudiVax,الصحة وعلوم الحياة,منطقة الرياض,private,default,low,https://saudivax.com
شركة سقالة للرعاية الصحية,Cigalah Healthcare,الصحة وعلوم الحياة,منطقة مكة المكرمة,private,default,low,https://order.cigalah.com.sa
شركة الغورو,AlGooru,التعليم وتنمية القدرات,منطقة الرياض,private,default,low,https://algooru.com
شركة بيمز,Baims,التعليم وتنمية القدرات,منطقة الرياض,private,default,low,https://www.baims.com
